4	Bm
8	A
12	Bm
16	E
20	Bm
24	A
28	E
36	Bm
40	A
44	E
54	A
62	E
70	Bm
74	A
76	E
84	Bm
96	E
100	Bm
112	E
116	Bm
128	E
132	Bm
144	E
148	Bm
152	A
156	E
164	Bm
168	A
172	E
180	Bm
184	A
188	E
196	Bm
200	A
204	E
212	Bm
216	A
220	E
228	Bm
232	A
236	E
244	Bm
256	E
260	Bm
272	E
276	Bm
288	E
292	Bm
304	E
308	G
315	F#m
316	Bm
324	A
331	F#m
332	G
339	A
340	G
346	F#m
348	Bm
356	A
363	F3m
364	G
371	A
372	G
376	F#m
380	Bm
388	A
394	F#m
396	G
402	A
404	G
420	A
424	F#m
428	G
432	A
